Nº Judicial;Nº ALERJ;Apensos;Origem;Ação;Relator;Autor;Réu;Objeto;Mérito;Liminar;Recurso;Procurador;Estagiário;Andamento;Tipo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2910/03;16120/2003;_;STF;ADI;Min. Teori Zavascki;PGR;ALERJ;"Promovida em face da Lei nº 2538, de 19/04/1996 onde ""fica proibida a prática vexatória em alunos iniciantes em cursos de graduação em Universidades e/ou Faculdades públicas e particulares localizadas no Estado do Rio de Janeiro.                                                           Autoria: MARCO ANTÔNIO ALENCAR / Manifestação AGU / Manifestação PGR (Em 13/01/04 e 30/03/05, pela procedência do pedido). ";;_;_;Dra Juliette Stohler;Priscila;Substituição do Relator, art. 38 do RISTF - 29/11/2012 ;FÍSICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
202980420068190000;14481/2006;_;TJRJ - OE;MS;Des. Sérgio de Souza Verani;SINDICATO DOS NOTÁRIOS E REGISTRADORES DO ESTADO DO R. J.;GOVERNADORA DO ERJ E ALERJ;MS impetrado a fim de que seja declarada a ilegalidade do inciso III do art. 31 da LC nº 111/2006 do ERJ, que cria o Fundo Especial da Procuradoria Geral do Estado do Rio de Janeiro (FUNPERJ). / Manifestação MP pela suspensão do processo (fls. 167/169). ;;_;_;Dra Juliette Stohler;Priscila;O processo encontra-se suspenso desde 2007, aguardando o julgamento da ADI 3704. ;FÍSICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4235/09;8191/2009;_;STF;ADI;Min. Edson Fachin;CONSELHO FEDERAL DA OAB;ALERJ e ERJ;"Promovida em face do art. 3º da Lei nº 2.556/96 e art. 4º da Lei nº 3.603/01, no que acresceu ao Código de Organização Judiciária.
Autoria: PODER JUDICIÁRIO
";;_;_;Dra Fátima Maria Amaral;Priscila;Concluso ao Relator 09/12/2015;FÍSICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3087;2772/2005;_;STF;ADI;Min. Roberto Barroso;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA - PSDB;ASSEMBLÉIA LEGISLATIVA DOESTADO DO RIO DE JANEIRO;"Suspensão do Art. 5º da Lei 4.179/2003 do ERJ, de 29 de setembro de 2003, e, ao final, declarada sua inconstitucionalidade.  Trata-se a lei ""sobre a instituição do Programa Estadual de Acesso à Alimentação - PEAA e dá outras providências"". 
Autoria: Poder Executivo
";;_;_;;Marcelo;"26/06/2013 - Substituição do Relator, art. 38 do RISTF
";FÍSICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17593-86.2013.8.19.0000;6343/2013;0014032-54.2013.8.19.0000;TJRJ - OE;RI;Des. Claudio de Mello Tavares;FECOMÉRCIO;EXMO SR GOVERNADOR DO ESTADO DO RIO DE JANEIRO e EXMO SR PRESIDENTE DA ASSEMBLÉIA LEGISLATIVA DO ESTADO DO RIO DE JANEIRO;"Trata-se de Representação de Inconstitucionalidade proposta pela Federação das Indústrias do Estado do Rio de Janeiro – FIRJAN RJ, com pedido Cautelar, visando à suspensão do caput do artigo 1º da Lei Fluminense nº 6.402 de 08/03/2013, em especial a expressão “que o fixe a maior”.
Projeto de Lei nº 1907/2013 Autoria: Poder Executivo - Lei Revogada - Texto da Revogação: Lei Nº 6702 de 11 de Março de 2014.
";;Acordam os Desembargadores, à unanimidade, em conceder parcialmente a liminar para suspensão da eficácia da expressão “que o fixe a maior” do art. 1º da Lei Estadual nº 6.402/2013. Plenário, 15/07/2013 (processo físico, sem numeração nos autos).;;Fátima Maria Amaral;Marcelo;29/06/2015: Certidao Aguardando julgamento da ADI 4958;FÍSICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34728-53.2009.8.19.0000;14358/2009 ( Junto ao Alerj 4850);;TJRJ - OE;RI;Des. Nametala Machado Jorge;ASSOCIAÇÃO COMERCIAL DO RIO DE JANEIRO;PRESIDENTE DA ASSEMBLEIA  LEGISLATIVA DO ESTADO DO RIO DE JANEIRO;"Promovida em face da Lei nº 5351 de 2008 
""DISPÕE SOBRE MEDIDAS PARA INCREMENTO DA COBRANÇA DE CRÉDITOS INSCRITOS EM DÍVIDA ATIVA DO ESTADO DO RIO DE JANEIRO, ALTERA A LEI N° 1582, DE 04 DE DEZEMBRO DE 1989, E DÁ OUTRAS PROVIDÊNCIAS."" Art. 3º  Fica o Poder Executivo autorizado a: I - efetuar, nos termos da Lei Federal nº 9.492, de 10 de setembro de 1997, o protesto extrajudicial dos créditos inscritos em dívida ativa; II - fornecer às instituições de proteção ao crédito informações a respeito dos créditos tributários e não tributários inscritos em dívida ativa; competencia da Procuradoria Geral do Estado na cobrança judicial de créditos na divida ativa.""
AREsp 406034
AUTORIA: Sérgio Cabral";;_;ARE e AREsp 406034;Dra Fátima Maria Amaral;Priscila;ARESP 406034 Concluso ao Relator  28/05/2014;FÍSICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0057100-25.2011.8.19.0000;5935/2012;_;TJRJ - OE;RI;DES. ADRIANO CELSO GUIMARAES;LUIZ PAULO CORREA DA ROCHA E OUTROS;EXMO SR GOVERNADOR DO ESTADO DO RIO DE JANEIRO e  ASSEMBLEIA LEGISLATIVA DO ESTADO DO RIO DE JANEIRO;Promovida em face da LEI ESTADUAL 6.043 DE 19 DE SETEMBRO DE 2011 (DISPÕE SOBRE A QUALIFICAÇÃO DE ENTIDADES SEM FINS LUCRATIVOS COMO ORGANIZAÇÕES SOCIAIS, NO ÂMBITO DA SAÚDE, MEDIANTE CONTRATO DE GESTÃO), AFRONTA AO ART. 77 DA CONSTITUIÇÃO ESTADUAL (MORALIDADE E IMPESSOALIDADE NAS CONTRATAÇÕES PÚBLICAS) -  Autoria PODER EXECUTIVO. (PROCURADOR DR.SÉRGIO CARNEIRO).;;_;_;;Priscila;16/09/2016:Juntada de Petição 29/07/2016: Publicação Despacho/Decisao ID: 2512939 Pág. 132/133 - 19/09 - Cumprimento de despacho   / 06/03/2017 - certidão;FÍSICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5336;17244/2015;_;STF;ADI;Min Teori Zavascki;CONFEDERAÇÃO NACIONAL DE SAÚDE - HOSPITAIS  - CNS;GOVERNADOR E ALERJ;"Promovida em face da lei Estadual nº 6296/2012: DISPÕE SOBRE A ATENÇÃO À SAÚDE OCUPACIONAL DOS PROFISSIONAIS DE ENFERMAGEM.
Autor da PL: ENFERMEIRA REJANE
";;_;_;;Priscila;01/03: conclusos ao relator;ELETRÔNICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5408;24376;_;STF;ADI;Min Celso de Mello;PROCURADORIA-GERAL DA REPÚBLICA;ESTADO DO RIO DE JANEIRO E ALERJ;"Promovida em face da Lei nº 7014/2015, especificamente contra as expressões ""magistrados e"" e ""magistrados ou"", contidas nos arts. 1°, 2º, e 4°, parágrafo único, da Lei 7.014/2015, que prevê pagamento de auxílio-educação a juízes e servidores do Poder Judiciário.";;_;_;;Priscila;Certidão de inclusão de Amicus Curiae. 22/12/2015;ELETRÔNICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2700;10550/2002;;STF;ADI;MIN GILMAR MENDES;PROCURADOR GERAL DA REPÚBLICA;ASSEMBLÉIA LEGISLATIVA DO ESTADO DO RIO DE JANEIRO;"Promovida em face da Emenda Constitucional nº 28/2002, de 26 de junho de 2002, do Estado do Rio de Janeiro, a qual ""modifica a redação do artigo 156 da Constituição do Estado do Rio de Janeiro.""
EMENDA CONSTITUCIONAL Nº 028, DE 2002
""MODIFICA A REDAÇÃO DO ARTIGO 156 DA CONSTITUIÇÃO DO ESTADO DO RIO DE JANEIRO""
Art. 1º - Fica modificado o artigo 156 da Constituição do Estado do Rio de Janeiro, que passa a vigorar com a seguinte redação:
“Art.156 - (...)
II - (...)
d) - na apuração da antiguidade, o Tribunal de Justiça somente poderá recusar o juiz mais antigo pelo voto nominal, aberto e motivado de dois terços dos membros efetivos de seu Órgão Especial, conforme procedimento próprio, repetindo-se a votação até fixar-se a indicação, vedados o escrutínio secreto e o voto não declarado;
e) - a recusa de promoção de juízes por antiguidade será; tomada pelo voto nominal de dois terços de todos os membros efetivos do Órgão Especial do Tribunal, tal como previsto no artigo 93, II, “d”, da Constituição Federal, motivando-se cada voto, e pressupõe a prévia aplicação de penalidade após o regular processo administrativo disciplinar, ou a notícia de fato grave, que dê ensejo a instauração do referido processo, nos termos da legislação própria;
f) - concretizada a recusa de promoção, deverá ser instaurado processo administrativo disciplinar no prazo de quinze dias, sob pena de nulidade da deliberação e responsabilidade do órgão coletivo.
...............................................................................
X – todas as decisões administrativas dos tribunais serão motivadas, aquelas sobre a promoção de magistrados serão públicas mediante votação aberta e as disciplinares serão tomadas pelo voto da maioria absoluta dos membros efetivos dos órgãos competentes, observado o seguinte:
a) - a motivação das decisões administrativas pressupõe que cada magistrado que participe de órgão de deliberação coletiva apresente de forma clara, objetiva e fundamentada as razões de seu voto individual;
b) - a decisão administrativa final, que represente a vontade do órgão de deliberação coletiva como um todo, também deverá ser apresentada e redigida de forma clara, objetiva e fundamentada, apresentando as razões da decisão que represente a vontade dos seus membros, conforme o quorum exigido para a votação;
c) - a decisão administrativa final, bem como os votos individuais dos membros do órgão de deliberação coletiva, serão devidamente publicados no órgão oficial de comunicação, assegurando-se a não identificação do magistrado, que, pessoalmente ou através de seu procurador, será intimado e poderá requerer, previamente, que a decisão seja tomada apenas na presença das partes e seus procuradores, em se tratando de deliberação sobre infração disciplinar. 
Autoria: CHICO ALENCAR, EDMILSON VALENTIM, MANUEL ROSA - NECA, PAULO MELO, PAULO RAMOS
Relator: Gilmar Mendes
Procurador: Juliette Stohler";;;;;Priscila;19/04/2012  -Conclusos ao(à) Relator(a) (em razão de ingesso de amicus curiae);FÍSICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3364;15823/2004;;STF;ADI;;PARTIDO DEMOCRÁTICO TRABALHISTA;ASSEMBLÉIA LEGISLATIVA DO ESTADO DO RIO DE JANEIRO;"Promovida em face do Art. 5º, § 1º, inciso II, da Lei 3893, de 19/06/2002, que DISPÕE SOBRE A UNIFICAÇÃO E A REESTRUTURAÇÃO DOS QUADROS DE PESSOAL E INSTITUI A CARREIRA DE SERVENTUÁRIO DO PODER JUDICIÁRIO DO ESTADO DO RIO DE JANEIRO.
AUTORIA: PODER JUDICIÁRIO
";;;;;Priscila;02/10/2008 - Reautuação em ADO;FÍSICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22149-39.2010.8.19.0000;7926/2010;;TJRJ - OE;RI;DES. MARIA AUGUSTA VAZ MONTEIRO DE FIGUEIREDO;PROCURADOR GERAL DE JUSTIÇA DO ESTADO DO RIO DE JANEIRO;EXMO SR GOVERNADOR DO ESTADO DO RIO DE JANEIRO e EXMO SR PRESIDENTE DA ASSEMBLÉIA LEGISLATIVA DO ESTADO DO RIO DE JANEIRO;"Promovida em face da Lei 4940, de 20/12/2006, que dispõe sobre o recolhimento de veiculos a deposito e sua venda em leilão público.
Junto ao 5286/12.
Autoria CORONEL JAIRO 
";;;ARE 704910;;Priscila; 22/02/16: parecer MPF pelo desprovimento do agravo -  ARE 704910 ( 30/03/2016 - envio do parecer do MP pelo STF ) /30/03/2016:  Envio  do parecer do MPF;FÍSICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0031439-78.2010.8.19.0000;9371/2010;;TJRJ - OE;RI;DES. HELDA LIMA MEIRELES;PROCURADOR GERAL DO ESTADO DO RIO DE JANEIRO;ASSEMBLEIA LEGISLATIVA DO ESTADO DO RIO DE JANEIRO;"Promovida em face do §4º, do artigo 90, da Constituição do Estado do Rio de Janeiro, acrescentado pela Emenda Constitucional nº 43, par. 13, art. 91. Versa sobre previsões acerca da reitegração ao serviço público de servidor (es) condenado (s) judicialmente por ato administrativo, cujo efeito da pena, entre outros, consiste em demissão que, a posteriori, obtém absolvição judicial. 
";;;ARE;;Priscila;24/05: Decisão não retratação. / 07/07/2016:  ARE - Remessa STF;FÍSICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5492;Não somos parte;;STF;ADI;"MIN. DIAS TOFFOLI
";"GOVERNADOR DO ESTADO DO RIO DE JANEIRO 
";"PRESIDENTE DA REPÚBLICA 
  /  ADVOGADO-GERAL DA UNIÃO 
";"Promovida em face dos Arts. 009°, parágrafo único, 0II; art. 015; art.  046,  § 005°;  art.  052,
parágrafo único; art. 242, § 003°; art. 311, parágrafo único; art. 535, §  003°,
0II; art. 840, 00I; art. 985, § 002°; art. 1035, § 003°, III;  art.  1040,  0IV,
todos da Lei Federal n° 13105, de 2015, que institui o Novo Código  de  Processo
Civil (CPC, de 2015).";;;;;Priscila;06/03/2017: Intimação - despacho/decisão;10/06/2016: Certidão de Informações não Recebidas refente ao Gov. ERJ, e Vista da AGU.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0015345-45.2016.8.19.0000;5122/2016;;TJRJ - OE;RI; DES. CLAUDIO BRANDAO DE OLIVEIRA;EXMO SR PROCURADOR GERAL DO ESTADO DO RIO DE JANEIRO;"EXMO SR PRESIDENTE DA ASSEMBLEIA LEGISLATIVA DO ESTADO DO RIO DE JANEIRO
";"
Trata-se de Representação de Inconstitucionalidade em face da Lei Estadual n° 5.816/2010, do Estado do Rio de Janeiro, que dispõe sobre a “Criação em caráter permanente da campanha institucional "" Doe seu sangue pelo seu time"" No Estádio do Maracanã e outros no âmbito do Estado do Rio de Janeiro.
";****Pedido liminar a ser apreciado;;;;Priscila;27/01/2017: Despacho : peço dia / 30/01/2017: Instrução à estagiária Priscila para que, observe o despacho de fls. 44 e acompanhe a data da pauta dessa RI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1396687120068190000;14590/2006;_;TJRJ - 2ª V.F.P;ACP;Dra Cristina Aparecida de Souza Santos;MINISTERIO PUBLICO DO ESTADO DO RIO DE JANEIRO;ANDRE LUIZ DA SILVA E ELIANA DA SILVA;;;_;_;;Priscila;Concluso ao Relator 01/02/2016;ELETRÔNICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27744-77.2014.8.19.0000;10640/2015;_;TJRJ - OE;RI;Des.Nildson Araujo da Cruz;PROCURADOR DE JUSTIÇA DO RJ;EXMO SR GOVERNADOR E ALERJ;"
Trata-se de Representação de Inconstitucionalidade em face da Lei Estadual n° 5.816/2010, do Estado do Rio de Janeiro, que dispõe sobre a “Criação em caráter permanente da campanha institucional "" Doe seu sangue pelo seu time"" No Estádio do Maracanã e outros no âmbito do Estado do Rio de Janeiro.
";;_;_;;Priscila;Conclusão ao Relator para Despacho/Decisao 28/05/2015;ELETRÔNICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4381;2143/2010;;ADI;STF;MIN BARROSO;CONFEDERAÇÃO  NACIONAL DO COM. DE BENS, SERVIÇOS E TURISMO  ;ASSEMBLEIA LEGISLATIVA DO ESTADO DO RIO DE JANEIRO;"Ação direta de inconstitucionalidade, com pedido de liminar, da Lei nº 5.605, de 18/12/2009 que proíbe os postos de gasolina a impor o uso de uniformes que coloquem em evidência o corpo de suas funcionárias. 
Autoria: Geraldo Moreira, Ines Pandelo.
A LEI ENCONTRA-SE EM VIGOR.";Não apreciada;;;;Mariana;Pauta Nº 40/2014 publicada no DJE nº 172, divulgado em 04/09/2014;ELETRÔNICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5248;10967/2015;"Mesmo objeto do processo 1121/15 
";STF;ADI;Min.Alexandre de Moraes;PROCURADOR-GERAL DA REPÚBLICA;GOVERNADOR DO RJ E ALERJ;" Trata-se de ação direta de inconstitucionalidade para impugnar a validade constitucional da Lei 5.998/2011, do ERJ, que, entre
outras providências, ""torna obrigatório que as bibliotecas situadas no Estado do Rio de Janeiro mantenham exemplares da Bíblia Sagrada"". 
Autoria: Edson Albertassi 
";;_;_;;Priscila;06/03/2017: Amicus curiae - Petição;ELETRÔNICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0050597-80.2014.8.19.0000;12108/2015;505839620148190000;TJRJ - OE;RI;Des. Fernando Foch;PROCURADOR GERAL DE JUSTIÇA DO ESTADO DO RIO DE JANEIRO;GOVERNADOR DO ESTADO DO RJ E ALERJ;"Promovida em face da Lei 6.057/2011 do ERJ, que  "" dispõe sobre o ensino e noçoes do holocausto nazista na ree estadual de ensino.""
Autoria da Lei: Gerson Bergher";;_;_;;Priscila;"10/04/2017: Intimaão eletrônica ALERJ E ERJ
";ELETRÔNICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0026457-45.2015.8.19.0000;17148/2015;Junto aos Processos 16461 / 2015 e 19302/2015;TJRJ - OE;RI;DES. REINALDO PINTO ALBERTO FILHO;FLAVIO NANTES BOLSONARO ;ALERJ;"COM pedido de liminar ad cautelam pro societate, em face da Lei Estadual nº 7011 de 25 de maio de 2015, que dispõe sobre ""o sistema de revista de visitantes nos estabelecimentos de atendimento ao cumprimento de medidas socioeducativas privativas de liberdade do Estado do Rio de Janeiro"". 
Autoria: Marcelo Freixo, Jorge Picciani e Andre Ceciliano.";Sem julgamento de mérito;Com pedido de liminar, ainda não foi apreciado.;Não;Dra. Denise;Priscila;31/08/2016: Conhecido o Recurso e Não-Provido - Unanimidade;ELETRÔNICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4244;9769/2009;_;STF;ADI;Min. Marco Aurélio;ASSOCIAÇÃO DOS MAGISTRADOS BRASILEIROS   AMB;ALERJ;"Com pedido de medida cautelar em face dos Art. 1º, III, 2º, XI, XX ""c"", 4º, 5º e 6º, da Lei 5388, de 16/02/09, que estabelece a obrigatoriedade da declaração de bens e rendas para o exercício de cargos, empregos e funções nos Poderes Legislativo, Executivo e Judiciário, bem como no Ministério Público Estadual e na Defensoria Pública.
Autoria: Jorge Picciani ";;_;_;;Priscila;22/03/2011: Conclusos ao relator.;FÍSICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
